2.8e+06	-467349	173103	8.51066e+10	6.63621e+10	7.91842e+10	1.26943e+11	6.64406e+10	2.17993e+11
2.9e+06	-480786	184997	8.72124e+10	6.35603e+10	8.16971e+10	1.25342e+11	6.87398e+10	2.17276e+11
3e+06	-493897	197211	8.92262e+10	6.06913e+10	8.41776e+10	1.23691e+11	7.10313e+10	2.16534e+11
3.1e+06	-506676	209738	9.11457e+10	5.77582e+10	8.66248e+10	1.21991e+11	7.33147e+10	2.15768e+11
3.2e+06	-519112	222567	9.2969e+10	5.47641e+10	8.90376e+10	1.20243e+11	7.559e+10	2.14978e+11
3.3e+06	-531200	235689	9.4694e+10	5.17121e+10	9.14152e+10	1.18447e+11	7.78568e+10	2.14164e+11
3.4e+06	-542932	249093	9.63189e+10	4.86055e+10	9.37565e+10	1.16605e+11	8.01148e+10	2.13325e+11
3.5e+06	-554300	262768	9.7842e+10	4.54475e+10	9.60607e+10	1.14716e+11	8.23639e+10	2.12463e+11
3.6e+06	-565297	276706	9.92617e+10	4.22414e+10	9.83268e+10	1.12781e+11	8.46037e+10	2.11577e+11
3.7e+06	-575918	290895	1.00576e+11	3.89907e+10	1.00554e+11	1.10802e+11	8.68341e+10	2.10667e+11
3.8e+06	-586155	305324	1.01785e+11	3.56988e+10	1.02741e+11	1.08779e+11	8.90547e+10	2.09734e+11
3.9e+06	-596004	319982	1.02886e+11	3.23691e+10	1.04888e+11	1.06713e+11	9.12653e+10	2.08777e+11
4e+06	-605458	334859	1.03877e+11	2.90052e+10	1.06993e+11	1.04605e+11	9.34656e+10	2.07796e+11
4.1e+06	-614513	349943	1.04759e+11	2.56105e+10	1.09055e+11	1.02455e+11	9.56555e+10	2.06792e+11
4.2e+06	-623164	365222	1.0553e+11	2.21888e+10	1.11075e+11	1.00265e+11	9.78346e+10	2.05765e+11
4.3e+06	-631405	380686	1.0619e+11	1.87436e+10	1.1305e+11	9.80348e+10	1.00003e+11	2.04715e+11
4.4e+06	-639233	396322	1.06737e+11	1.52786e+10	1.14981e+11	9.57658e+10	1.0216e+11	2.03642e+11
4.5e+06	-646644	412119	1.07171e+11	1.17973e+10	1.16866e+11	9.3459e+10	1.04305e+11	2.02546e+11
4.6e+06	-653635	428065	1.07491e+11	8.30362e+09	1.18705e+11	9.1115e+10	1.06439e+11	2.01428e+11
4.7e+06	-660202	444148	1.07698e+11	4.80111e+09	1.20497e+11	8.8735e+10	1.08561e+11	2.00286e+11
4.8e+06	-666343	460356	1.07791e+11	1.29351e+09	1.22241e+11	8.63199e+10	1.1067e+11	1.99123e+11
4.9e+06	-672054	476678	1.07769e+11	-2.21545e+09	1.23936e+11	8.38705e+10	1.12767e+11	1.97937e+11
5e+06	-677335	493101	1.07633e+11	-5.72207e+09	1.25583e+11	8.1388e+10	1.14852e+11	1.96728e+11
5.1e+06	-682183	509612	1.07383e+11	-9.22262e+09	1.27179e+11	7.88732e+10	1.16924e+11	1.95498e+11
5.2e+06	-686598	526201	1.07019e+11	-1.27134e+10	1.28726e+11	7.63271e+10	1.18982e+11	1.94246e+11
5.3e+06	-690577	542854	1.06542e+11	-1.61907e+10	1.30221e+11	7.37508e+10	1.21027e+11	1.92971e+11
5.4e+06	-694120	559561	1.05952e+11	-1.96508e+10	1.31665e+11	7.11454e+10	1.23059e+11	1.91675e+11
5.5e+06	-697227	576307	1.05249e+11	-2.30901e+10	1.33057e+11	6.85117e+10	1.25077e+11	1.90358e+11
5.6e+06	-699899	593082	1.04434e+11	-2.65048e+10	1.34396e+11	6.58509e+10	1.2708e+11	1.89019e+11
5.7e+06	-702135	609873	1.03509e+11	-2.98915e+10	1.35682e+11	6.31641e+10	1.2907e+11	1.87659e+11
5.8e+06	-703936	626669	1.02474e+11	-3.32464e+10	1.36914e+11	6.04522e+10	1.31044e+11	1.86278e+11
5.9e+06	-705303	643456	1.0133e+11	-3.6566e+10	1.38092e+11	5.77164e+10	1.33005e+11	1.84876e+11
